source,seed,family,subset_size,channels,imputation,direction,generator,n,metric,value,baseline_acc,acc,delta_pp,effect_pp,auc,real_acc,fake_acc,protocol,claim_scope,notes
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+freq_radial,zero,,Midjourney,2000,accuracy,0.5015,0.996,0.5015,-49.45,-49.45,0.998697,1.0,0.003,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+freq_radial,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.5005,0.9985,0.5005,-49.8,-49.8,0.999983,1.0,0.001,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+freq_radial,zero,,VQDM,2000,accuracy,0.559,0.999,0.559,-44.0,-44.0,0.999979,1.0,0.118,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+freq_radial,zero,,Wukong,2000,accuracy,0.5,0.9965,0.5,-49.65,-49.65,0.999603,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+freq_radial,zero,,__ALL__,14000,accuracy,0.540214,0.998071,0.540214,-45.785714,-45.785714,0.999648,1.0,0.080429,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,ADM,2000,accuracy,0.504,0.9985,0.504,-49.45,-49.45,0.999237,0.008,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,BigGAN,2000,accuracy,0.506,0.999,0.506,-49.3,-49.3,0.999475,0.012,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,GLIDE,2000,accuracy,0.5035,0.999,0.5035,-49.55,-49.55,0.999438,0.007,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,Midjourney,2000,accuracy,0.504,0.996,0.504,-49.2,-49.2,0.99718,0.008,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.503,0.9985,0.503,-49.55,-49.55,0.997536,0.006,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,VQDM,2000,accuracy,0.5035,0.999,0.5035,-49.55,-49.55,0.995686,0.007,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,Wukong,2000,accuracy,0.5035,0.9965,0.5035,-49.3,-49.3,0.99659,0.007,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+freq_radial,zero_elsewhere,,__ALL__,14000,accuracy,0.503929,0.998071,0.503929,-49.414286,-49.414286,0.997688,0.007857,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,ADM,2000,accuracy,0.8655,0.9985,0.8655,-13.3,-13.3,0.999617,0.999,0.732,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,BigGAN,2000,accuracy,0.994,0.999,0.994,-0.5,-0.5,0.999991,1.0,0.988,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,GLIDE,2000,accuracy,0.9955,0.999,0.9955,-0.35,-0.35,1.0,1.0,0.991,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,Midjourney,2000,accuracy,0.8115,0.996,0.8115,-18.45,-18.45,0.997416,0.999,0.624,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.8105,0.9985,0.8105,-18.8,-18.8,0.999971,1.0,0.621,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,VQDM,2000,accuracy,0.8535,0.999,0.8535,-14.55,-14.55,0.999982,1.0,0.707,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,Wukong,2000,accuracy,0.795,0.9965,0.795,-20.15,-20.15,0.999832,1.0,0.59,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+color_manifold,zero,,__ALL__,14000,accuracy,0.875071,0.998071,0.875071,-12.3,-12.3,0.999555,0.999714,0.750429,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,ADM,2000,accuracy,0.539,0.9985,0.539,-45.95,-45.95,0.952993,0.078,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,BigGAN,2000,accuracy,0.54,0.999,0.54,-45.9,-45.9,0.942682,0.08,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,GLIDE,2000,accuracy,0.5405,0.999,0.5405,-45.85,-45.85,0.988931,0.081,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,Midjourney,2000,accuracy,0.5455,0.996,0.5455,-45.05,-45.05,0.966626,0.091,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5425,0.9985,0.5425,-45.6,-45.6,0.961023,0.085,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,VQDM,2000,accuracy,0.5405,0.999,0.5405,-45.85,-45.85,0.980345,0.081,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,Wukong,2000,accuracy,0.5405,0.9965,0.5405,-45.6,-45.6,0.961326,0.081,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+color_manifold,zero_elsewhere,,__ALL__,14000,accuracy,0.541214,0.998071,0.541214,-45.685714,-45.685714,0.965547,0.082429,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,ADM,2000,accuracy,0.9645,0.9985,0.9645,-3.4,-3.4,0.999981,1.0,0.929,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,BigGAN,2000,accuracy,1.0,0.999,1.0,0.1,0.1,1.0,1.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,GLIDE,2000,accuracy,1.0,0.999,1.0,0.1,0.1,1.0,1.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,Midjourney,2000,accuracy,0.948,0.996,0.948,-4.8,-4.8,0.999023,1.0,0.896,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.8515,0.9985,0.8515,-14.7,-14.7,0.999205,1.0,0.703,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,VQDM,2000,accuracy,0.9715,0.999,0.9715,-2.75,-2.75,0.999972,1.0,0.943,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,Wukong,2000,accuracy,0.7985,0.9965,0.7985,-19.8,-19.8,0.999192,1.0,0.597,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+hf_noise,zero,,__ALL__,14000,accuracy,0.933429,0.998071,0.933429,-6.464286,-6.464286,0.999621,1.0,0.866857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,ADM,2000,accuracy,0.639,0.9985,0.639,-35.95,-35.95,0.839342,0.278,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,BigGAN,2000,accuracy,0.6455,0.999,0.6455,-35.35,-35.35,0.77093,0.291,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,GLIDE,2000,accuracy,0.633,0.999,0.633,-36.6,-36.6,0.910648,0.266,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,Midjourney,2000,accuracy,0.66,0.996,0.66,-33.6,-33.6,0.901772,0.32,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.629,0.9985,0.629,-36.95,-36.95,0.874461,0.258,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,VQDM,2000,accuracy,0.633,0.999,0.633,-36.6,-36.6,0.753903,0.266,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,Wukong,2000,accuracy,0.633,0.9965,0.633,-36.35,-36.35,0.897731,0.266,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+hf_noise,zero_elsewhere,,__ALL__,14000,accuracy,0.638929,0.998071,0.638929,-35.914286,-35.914286,0.850008,0.277857,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,ADM,2000,accuracy,0.908,0.9985,0.908,-9.05,-9.05,0.998343,0.816,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,BigGAN,2000,accuracy,0.9195,0.999,0.9195,-7.95,-7.95,0.999077,0.839,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,GLIDE,2000,accuracy,0.9205,0.999,0.9205,-7.85,-7.85,0.999997,0.841,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,Midjourney,2000,accuracy,0.913,0.996,0.913,-8.3,-8.3,0.995608,0.83,0.996,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.9225,0.9985,0.9225,-7.6,-7.6,0.999962,0.845,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,VQDM,2000,accuracy,0.9205,0.999,0.9205,-7.85,-7.85,0.999978,0.841,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,Wukong,2000,accuracy,0.92,0.9965,0.92,-7.65,-7.65,0.999633,0.841,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+jpeg_quant,zero,,__ALL__,14000,accuracy,0.917714,0.998071,0.917714,-8.035714,-8.035714,0.999062,0.836143,0.999286,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.582,0.9985,0.582,-41.65,-41.65,0.992288,1.0,0.164,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.5675,0.999,0.5675,-43.15,-43.15,0.993206,0.999,0.136,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,GLIDE,2000,accuracy,0.8485,0.999,0.8485,-15.05,-15.05,0.997939,0.998,0.699,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,Midjourney,2000,accuracy,0.6495,0.996,0.6495,-34.65,-34.65,0.991146,1.0,0.299,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.504,0.9985,0.504,-49.45,-49.45,0.982582,0.998,0.01,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,VQDM,2000,accuracy,0.529,0.999,0.529,-47.0,-47.0,0.990438,0.998,0.06,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,Wukong,2000,accuracy,0.503,0.9965,0.503,-49.35,-49.35,0.984775,0.998,0.008,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+jpeg_quant,zero_elsewhere,,__ALL__,14000,accuracy,0.597643,0.998071,0.597643,-40.042857,-40.042857,0.990053,0.998714,0.196571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,ADM,2000,accuracy,0.9845,0.9985,0.9845,-1.4,-1.4,0.998616,0.969,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,BigGAN,2000,accuracy,0.986,0.999,0.986,-1.3,-1.3,0.999706,0.972,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,GLIDE,2000,accuracy,0.9945,0.999,0.9945,-0.45,-0.45,1.0,0.989,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,Midjourney,2000,accuracy,0.9785,0.996,0.9785,-1.75,-1.75,0.997636,0.96,0.997,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.995,0.9985,0.995,-0.35,-0.35,0.999971,0.99,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,VQDM,2000,accuracy,0.9945,0.999,0.9945,-0.45,-0.45,0.999989,0.989,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,Wukong,2000,accuracy,0.994,0.9965,0.994,-0.25,-0.25,0.999835,0.989,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,bitplane_lsb+texture_geometry,zero,,__ALL__,14000,accuracy,0.989571,0.998071,0.989571,-0.85,-0.85,0.999473,0.979714,0.999429,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.5585,0.9985,0.5585,-44.0,-44.0,0.998564,1.0,0.117,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.553,0.999,0.553,-44.6,-44.6,0.9953,1.0,0.106,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.823,0.999,0.823,-17.6,-17.6,0.998112,0.999,0.647,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.642,0.996,0.642,-35.4,-35.4,0.997554,1.0,0.284,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.503,0.9985,0.503,-49.55,-49.55,0.995151,0.999,0.007,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.523,0.999,0.523,-47.6,-47.6,0.995243,0.999,0.047,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.504,0.9965,0.504,-49.25,-49.25,0.993827,0.999,0.009,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,bitplane_lsb+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.586643,0.998071,0.586643,-41.142857,-41.142857,0.996078,0.999429,0.173857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,ADM,2000,accuracy,0.538,0.9985,0.538,-46.05,-46.05,0.999369,1.0,0.076,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,BigGAN,2000,accuracy,0.535,0.999,0.535,-46.4,-46.4,0.999749,1.0,0.07,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,GLIDE,2000,accuracy,0.788,0.999,0.788,-21.1,-21.1,0.99969,1.0,0.576,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,Midjourney,2000,accuracy,0.5795,0.996,0.5795,-41.65,-41.65,0.99907,1.0,0.159,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.501,0.9985,0.501,-49.75,-49.75,0.998992,1.0,0.002,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,VQDM,2000,accuracy,0.516,0.999,0.516,-48.3,-48.3,0.999011,1.0,0.032,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,Wukong,2000,accuracy,0.5005,0.9965,0.5005,-49.6,-49.6,0.998937,1.0,0.001,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+color_manifold,zero,,__ALL__,14000,accuracy,0.565429,0.998071,0.565429,-43.264286,-43.264286,0.999237,1.0,0.130857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,ADM,2000,accuracy,0.5015,0.9985,0.5015,-49.7,-49.7,0.997909,0.003,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,BigGAN,2000,accuracy,0.5,0.999,0.5,-49.9,-49.9,0.999343,0.0,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,GLIDE,2000,accuracy,0.5005,0.999,0.5005,-49.85,-49.85,0.999981,0.001,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,Midjourney,2000,accuracy,0.501,0.996,0.501,-49.5,-49.5,0.992401,0.002,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5005,0.9985,0.5005,-49.8,-49.8,0.998132,0.001,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,VQDM,2000,accuracy,0.5005,0.999,0.5005,-49.85,-49.85,0.999762,0.001,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,Wukong,2000,accuracy,0.5005,0.9965,0.5005,-49.6,-49.6,0.995294,0.001,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+color_manifold,zero_elsewhere,,__ALL__,14000,accuracy,0.500643,0.998071,0.500643,-49.742857,-49.742857,0.997499,0.001286,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,ADM,2000,accuracy,0.595,0.9985,0.595,-40.35,-40.35,0.999892,1.0,0.19,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,BigGAN,2000,accuracy,0.6065,0.999,0.6065,-39.25,-39.25,0.999605,1.0,0.213,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,GLIDE,2000,accuracy,0.8945,0.999,0.8945,-10.45,-10.45,0.999842,1.0,0.789,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,Midjourney,2000,accuracy,0.6585,0.996,0.6585,-33.75,-33.75,0.999221,1.0,0.317,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.5115,0.9985,0.5115,-48.7,-48.7,0.998631,1.0,0.023,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,VQDM,2000,accuracy,0.756,0.999,0.756,-24.3,-24.3,0.999619,1.0,0.512,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,Wukong,2000,accuracy,0.5135,0.9965,0.5135,-48.3,-48.3,0.998136,1.0,0.027,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,drop,2,freq_radial+hf_noise,zero,,__ALL__,14000,accuracy,0.647929,0.998071,0.647929,-35.014286,-35.014286,0.999251,1.0,0.295857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,ADM,2000,accuracy,0.5045,0.9985,0.5045,-49.4,-49.4,0.988747,0.009,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,BigGAN,2000,accuracy,0.506,0.999,0.506,-49.3,-49.3,0.998467,0.012,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,GLIDE,2000,accuracy,0.507,0.999,0.507,-49.2,-49.2,0.985463,0.014,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,Midjourney,2000,accuracy,0.5065,0.996,0.5065,-48.95,-48.95,0.970718,0.013,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5065,0.9985,0.5065,-49.2,-49.2,0.994543,0.013,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,VQDM,2000,accuracy,0.507,0.999,0.507,-49.2,-49.2,0.973547,0.014,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump_seed2.npz,2,keep_only,2,freq_radial+hf_noise,zero_elsewhere,,Wukong,2000,accuracy,0.507,0.9965,0.507,-48.95,-48.95,0.992268,0.014,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
